User-added Compound,LINCS Analog,LINCS Analog Name,Similarity
CMP1,LSM-41356,BRD-K74998149,0.724
CMP1,LSM-1099,Nilotinib,0.724
CMP1,LSM-42778,Neratinib,0.724
CMP1,LSM-23817,MLS000591142,0.723
CMP1,LSM-2157,L701324,0.723
CMP1,LSM-1197,CDK9 Inhibitor,0.722
CMP1,LSM-45223,BMX-IN-1,0.722
CMP1,LSM-21069,SMR000242874,0.722
CMP1,LSM-25773,"N-[2,5-Dioxo-6-(4-phenoxyphenyl)-5,6-dihydro-2H-pyrano[3,2-c]pyridin-3-yl]benzenecarboxamide",0.722
CMP1,LSM-12338,CHEMBL2361187,0.722
CMP1,LSM-10652,BRD-K36741877,0.722
CMP1,LSM-26175,"N-{2-[5-(4-Tert-butyl-benzylsulfanyl)-[1,3,4]oxadiazol-2-yl]-phenyl}-benzamide",0.722
CMP1,LSM-4708,AC1M3NZE,0.722
CMP1,LSM-33562,"N-(4,5-Diphenyl-1,3-oxazol-2-yl)-3-methoxybenzamide",0.722
CMP1,LSM-1875,MLS002607804,0.721
CMP1,LSM-24123,ST50882567,0.721
CMP1,LSM-43288,JNK-IN-2,0.721
CMP1,LSM-43196,AGK 2,0.721
CMP1,LSM-27791,1-Amino-4-benzamidoanthraquinone,0.72
CMP1,LSM-20633,MLS001049367,0.72
CMP1,LSM-32970,MLS000546032,0.72
CMP1,LSM-2299,Fast Scarlet,0.72
CMP1,LSM-1152,CHEMBL2136735,0.72
CMP1,LSM-1891,MLS002607806,0.718
CMP1,LSM-22822,ZINC01129058,0.718
CMP1,LSM-21058,AC1LW7SC,0.718
CMP1,LSM-5669,Clofazimine,0.718
CMP1,LSM-31284,MLS000759793,0.718
CMP1,LSM-14115,CHEMBL2361154,0.718
CMP1,LSM-11773,BRD-K55194575,0.718
CMP1,LSM-32044,AC1NB8MD,0.717
CMP1,LSM-1060,TAK-715,0.717
CMP1,LSM-19411,AC1O9HN9,0.717
CMP1,LSM-2795,WAY-170523,0.717
CMP1,LSM-45304,TL Aurora 09,0.717
CMP1,LSM-20661,UPCMLD02AMDF002084,0.717
CMP1,LSM-4734,SPOX1_000836,0.717
CMP1,LSM-16781,T0505-4342,0.717
CMP1,LSM-2674,Devazepide,0.716
CMP1,LSM-33383,AC1LKDLC,0.716
CMP1,LSM-20530,AC1LZSJK,0.716
CMP1,LSM-24567,AC1LQJYX,0.716
CMP1,LSM-16270,MLS000418648,0.716
CMP1,LSM-2875,"L-161,982",0.716
CMP1,LSM-1081,PDK1 Inhibitor,0.714
CMP1,LSM-13168,CHEMBL3187411,0.714
CMP1,LSM-10359,CHEMBL3183442,0.714
CMP1,LSM-44366,AC1M5LZ2,0.714
CMP1,LSM-11172,BRD-K45114520,0.713
CMP1,LSM-11849,BRD-K56583519,0.713
CMP1,LSM-26399,AC1LNRU2,0.713
CMP1,LSM-4127,Y-134,0.713
CMP1,LSM-24182,AG-690/11450337,0.713
CMP1,LSM-17068,F1495-5984,0.713
CMP1,LSM-18569,F0582-0541,0.713
CMP1,LSM-28198,SMR000217588,0.712
CMP1,LSM-22899,2-{Benzyl[(4-Methylphenyl)sulfonyl]amino}-n-{2-[(furan-2-ylmethyl)carbamoyl]phenyl}benzamide,0.712
CMP1,LSM-17052,SMR000144923,0.712
CMP1,LSM-6186,STK064652,0.711
CMP1,LSM-16392,SMR000221105,0.711
CMP1,LSM-24473,MLS001007082,0.711
CMP1,LSM-45360,,0.711
CMP1,LSM-44415,AC1M4BHS,0.711
CMP1,LSM-44525,JNK-IN-8,0.71
CMP1,LSM-31865,ST50225788,0.71
CMP1,LSM-42592,MLS003487589,0.71
CMP1,LSM-23776,AC1MEWDI,0.71
CMP1,LSM-44344,MLS000705022,0.709
CMP1,LSM-44483,SMR000150131,0.709
CMP1,LSM-28064,MLS000417305,0.709
CMP1,LSM-19513,MLS000537273,0.709
CMP1,LSM-33213,F1821-0057,0.708
CMP1,LSM-44255,MLS000776213,0.708
CMP1,LSM-21098,SMR000172103,0.708
CMP1,LSM-25622,Isoginkgetin,0.708
CMP1,LSM-24077,SMR000195250,0.707
CMP1,LSM-27108,SMR000161963,0.707
CMP1,LSM-16743,MLS000392310,0.707
CMP1,LSM-19645,1P-321S,0.707
CMP1,LSM-4549,AC1O9B1U,0.707
CMP1,LSM-37436,BRD-K02969269,0.706
CMP1,LSM-42622,BRD-K98832591,0.706
CMP1,LSM-42082,BRD-K88278225,0.706
CMP1,LSM-11526,BRD-K50799972,0.706
CMP1,LSM-9970,BRD-K25379780,0.706
CMP1,LSM-13022,CHEMBL2140651,0.706
CMP1,LSM-10386,BRD-K32310489,0.706
CMP1,LSM-10650,CHEMBL2360034,0.706
CMP1,LSM-11189,CHEMBL2362426,0.706
CMP1,LSM-13632,CHEMBL2359288,0.706
CMP1,LSM-8770,BRD-K05791917,0.706
CMP1,LSM-36699,CHEMBL2140299,0.706
CMP1,LSM-38354,CHEMBL2136621,0.706
CMP1,LSM-41122,CHEMBL2143638,0.706
CMP1,LSM-40215,CHEMBL2143402,0.706
CMP1,LSM-1829,MLS003221410,0.706
CMP1,LSM-12312,CHEMBL3183224,0.705
CMP1,LSM-13896,CHEMBL3185285,0.705
CMP1,LSM-26361,ST047752,0.705
CMP1,LSM-17354,ST019495,0.705
CMP1,LSM-33104,MLS000882791,0.705
CMP1,LSM-20772,CBMICRO_020045,0.704
CMP1,LSM-3357,SB 218795,0.703
CMP1,LSM-45387,,0.703
CMP1,LSM-24283,MLS000395044,0.703
CMP1,LSM-4283,303727-31-3,0.702
CMP1,LSM-44208,MLS000565407,0.702
CMP1,LSM-25708,MLS000534759,0.702
CMP1,LSM-6420,AC1MFIS3,0.702
CMP1,LSM-36706,PCL2_000405,0.702
CMP1,LSM-1066,MLN-8054,0.702
CMP1,LSM-24476,BDBM163,0.702
CMP1,LSM-43087,ST072947,0.702
CMP1,LSM-19888,MLS000389022,0.701
CMP1,LSM-19882,MLS000583046,0.701
CMP1,LSM-43670,SMR000248799,0.701
CMP1,LSM-1824,KN 62,0.7
CMP1,LSM-42755,KN-62,0.7
CMP1,LSM-1679,MLS003370613,0.7
CMP1,LSM-22714,AC1MGX04,0.7
CMP1,LSM-23631,MLS000578301,0.7
CMP1,LSM-26334,MLS000665517,0.7
CMP1,LSM-24488,MLS000763292,0.7
CMP1,LSM-32789,AC1OA1RU,0.7
CMP1,LSM-20735,F0582-0241,0.7
CMP1,LSM-33170,T0516-8594,0.7
CMP1,LSM-44360,SMR000261370,0.699
CMP1,LSM-22791,AC1LX9EZ,0.699
CMP1,LSM-2987,MLS002454457,0.699
CMP1,LSM-18520,MLS000760413,0.699
CMP1,LSM-26400,5-Bromo-furan-2-carboxylic acid [3-(2-oxo-2H-chromen-3-yl)-phenyl]-amide,0.699
CMP1,LSM-32194,SMR000207674,0.699
CMP1,LSM-16320,STK238251,0.699
CMP1,LSM-19066,T0512-7206,0.699
CMP1,LSM-43460,BRD-K28305693,0.699
CMP1,LSM-43492,BRD-K71401720,0.699
CMP1,LSM-2056,AC1L1JM9,0.699
CMP1,LSM-42845,Rottlerin,0.699
CMP1,LSM-44064,MLS000762841,0.698
CMP1,LSM-3800,CHEMBL453376,0.698
CMP1,LSM-27053,SMR000145094,0.698
CMP1,LSM-24359,F1602-0395,0.698
CMP1,LSM-31861,SMR000248379,0.698
CMP1,LSM-2467,AC1NDH8W,0.697
CMP1,LSM-42908,"Rhodanine derivative, 38",0.697
CMP1,LSM-39173,BRD-K34811324,0.697
CMP1,LSM-39967,BRD-K48548528,0.697
CMP1,LSM-20347,SMR000093866,0.697
CMP1,LSM-19792,4-Chloro-n-(2-methoxyphenazin-1-yl)benzamide,0.697
CMP1,LSM-33247,SMR000121631,0.697
CMP1,LSM-43092,HMS1476K01,0.697
CMP1,LSM-40616,CHEMBL2358414,0.697
CMP1,LSM-40913,CHEMBL2355302,0.697
CMP1,LSM-43835,AC1O41VH,0.697
CMP1,LSM-39058,BRD-K32485462,0.696
CMP1,LSM-1576,MLS000572607,0.696
CMP1,LSM-28657,AC1O9IP4,0.696
CMP1,LSM-26289,"N-(3-Methoxyphenyl)-2-[3-(4-methoxyphenyl)-1,2,4-oxadiazol-5-yl]benzamide",0.696
CMP1,LSM-26469,SMR000123896,0.696
CMP1,LSM-28337,"2-[3-(4-Fluorophenyl)-1,2,4-oxadiazol-5-yl]-n-(3-methoxyphenyl)benzamide",0.696
CMP1,LSM-28452,ASN 04362797,0.696
CMP1,LSM-18662,SMR000164057,0.696
CMP1,LSM-18577,SMR000198296,0.696
CMP1,LSM-1061,NU-7441,0.695
CMP1,LSM-1050,AZ628,0.695
CMP1,LSM-2369,KUC104254,0.695
CMP1,LSM-2665,KUC104233,0.695
CMP1,LSM-3964,MLS002276500,0.695
CMP1,LSM-18501,AC1M646F,0.695
CMP1,LSM-6019,QL47,0.695
CMP1,LSM-19606,F0556-0272,0.695
CMP1,LSM-6343,HG-9-91-01,0.694
CMP1,LSM-4490,STK224476,0.694
CMP1,LSM-25683,STK327710,0.694
CMP1,LSM-18771,CHEMBL1162110,0.694
CMP1,LSM-33626,MLS000576747,0.694
CMP1,LSM-43827,SMR000198058,0.694
CMP1,LSM-45476,,0.693
CMP1,LSM-5309,Daph,0.693
CMP1,LSM-21236,ST50196517,0.693
CMP1,LSM-22738,AC1MZ71D,0.693
CMP1,LSM-26926,KUC100011,0.693
CMP1,LSM-2187,MLS003448141,0.693
CMP1,LSM-32410,AC1OBA78,0.693
CMP1,LSM-6230,MST-312,0.693
CMP1,LSM-1183,Linifanib,0.693
CMP1,LSM-43248,HG6-64-1,0.693
CMP1,LSM-18551,T0504-3130,0.692
CMP1,LSM-3248,MLS002276501,0.692
CMP1,LSM-21078,HMS2997B08,0.692
CMP1,LSM-33647,AC1LZFA4,0.692
CMP1,LSM-45728,E-3810,0.692
CMP1,LSM-24337,ST50715897,0.692
CMP1,LSM-32174,AC1OAC9U,0.692
CMP1,LSM-11223,BRD-K45883686,0.692
CMP1,LSM-13617,BRD-K84935204,0.692
CMP1,LSM-42758,Ginkgetin,0.692
CMP1,LSM-16519,F0559-0097,0.691
CMP1,LSM-36795,CHEMBL2203528,0.691
CMP1,LSM-4317,CHEMBL599255,0.69
CMP1,LSM-4574,ST50073310,0.69
CMP1,LSM-23582,T5850092,0.69
CMP1,LSM-34601,AC1M07WZ,0.69
CMP1,LSM-28447,AN-689/41741299,0.69
CMP1,LSM-31425,ZINC03303252,0.69
CMP1,LSM-16501,2-(4-Methylphenyl)-n-[4-(morpholin-4-yl)phenyl]quinazolin-4-amine,0.69
CMP1,LSM-24606,AC1OBI1P,0.69
CMP1,LSM-16521,SMR000079211,0.69
CMP1,LSM-43801,MLS000673878,0.69
CMP1,LSM-44166,ZINC04863062,0.689
CMP1,LSM-44225,SMR000198173,0.689
CMP1,LSM-44267,MLS000334031,0.689
CMP1,LSM-43493,BRD-K73104592,0.689
CMP1,LSM-24104,SMR000092515,0.689
CMP1,LSM-2596,CHEMBL1271221,0.689
CMP1,LSM-19061,MLS000551404,0.689
CMP1,LSM-32837,SMR000146316,0.689
CMP1,LSM-43445,BRD-K05961870,0.689
CMP1,LSM-42769,Duvelisib,0.689
CMP1,LSM-45533,PD123319,0.689
CMP1,LSM-45864,BMS-794833,0.689
CMP1,LSM-2344,KUC104493,0.689
CMP1,LSM-3137,KUC104486,0.689
CMP1,LSM-1115,LDN 193189,0.689
CMP1,LSM-1696,"1-[[4-(Dimethylamino)-3-methylphenyl]methyl]-5-(2,2-diphenylacetyl)-6,7-dihydro-4H-imidazo[4,5-c]pyridine-6-carboxylic acid",0.689
CMP1,LSM-31922,AC1LMEZF,0.689
CMP1,LSM-1147,EX-8678,0.689
CMP1,LSM-2620,AC1MXYGS,0.688
CMP1,LSM-42691,SRT-1720,0.688
CMP1,LSM-4605,AC1NSM0X,0.688
CMP1,LSM-42435,CHEMBL2144678,0.688
CMP1,LSM-42926,CHEMBL584481,0.688
CMP1,LSM-43135,CHEMBL567069,0.688
CMP1,LSM-1978,Propylpyrazoletriol,0.688
CMP1,LSM-27098,ASN 10296607,0.688
CMP1,LSM-44157,SMR000219544,0.687
CMP1,LSM-2989,SECINH3,0.687
CMP1,LSM-16260,MLS000555841,0.687
CMP1,LSM-4522,STK139544,0.687
CMP1,LSM-16265,MLS000547229,0.687
CMP1,LSM-44510,MLS000925104,0.686
CMP1,LSM-45697,N6022,0.686
CMP1,LSM-3513,ZM323881,0.686
CMP1,LSM-2139,MLS002276485,0.686
CMP1,LSM-38306,BRD-K19268781,0.686
CMP1,LSM-40707,BRD-K62774106,0.686
CMP1,LSM-1057,MK-2206,0.686
CMP1,LSM-28569,"2-[3-[[5-(4-Ethoxyphenyl)-7-methyl-3-oxo-6-(phenylcarbamoyl)-5H-[1,3]thiazolo[3,2-a]pyrimidin-2-ylidene]methyl]phenoxy]acetic acid",0.686
CMP1,LSM-27106,5-Bromo-n-[[3-(4-methoxyphenyl)-1-phenylpyrazol-4-yl]methylideneamino]furan-2-carboxamide,0.686
CMP1,LSM-41028,BRD-K69048763,0.686
CMP1,LSM-41814,BRD-K83242582,0.686
CMP1,LSM-22713,AC1M0SZU,0.686
CMP1,LSM-27993,MLS000333994,0.686
CMP1,LSM-18827,AC1LR7GN,0.686
CMP1,LSM-15379,SR-2640,0.686
CMP1,LSM-17152,SMR000170911,0.686
CMP1,LSM-17386,1-Methoxy-n-[4-(pyridin-4-ylmethyl)phenyl]naphthalene-2-carboxamide,0.686
CMP1,LSM-19905,HMS2530E24,0.686
CMP1,LSM-44454,MLS000389580,0.686
CMP1,LSM-2125,Bisindolylmaleimide IX,0.686
CMP1,LSM-2639,KUC104140,0.686
CMP1,LSM-3567,KUC104142,0.686
CMP1,LSM-3981,KUC104133,0.686
CMP1,LSM-4179,KUC104228,0.686
CMP1,LSM-36660,PCL2_000101,0.686
CMP1,LSM-32239,AC1NLONT,0.686
CMP1,LSM-5803,SCHEMBL17052537,0.686
CMP1,LSM-45984,GSK256066,0.685
CMP1,LSM-2159,AC1N2OI5,0.685
CMP1,LSM-6236,TW 37,0.685
CMP1,LSM-23678,MLS000417875,0.685
CMP1,LSM-8534,CHEMBL3184674,0.685
CMP1,LSM-10560,BRD-K35535652-001-01-8,0.685
CMP1,LSM-42865,CHEMBL565810,0.685
CMP1,LSM-1069,Enzastaurin,0.685
CMP1,LSM-5774,Vatalanib,0.684
CMP1,LSM-36415,BRD-K79998087,0.684
CMP1,LSM-36402,BRD-K16063772,0.684
CMP1,LSM-24188,MLS000529852,0.684
CMP1,LSM-4622,"N-[5-(1,3-Benzoxazol-2-yl)-2-methylphenyl]-2-phenoxyacetamide",0.684
CMP1,LSM-24542,MLS000882751,0.683
CMP1,LSM-24377,SMR000204572,0.683
CMP1,LSM-26351,MLS000333748,0.683
CMP1,LSM-28261,"N-{[5-(1H-Benzimidazol-2-yl)-2-chlorophenyl]carbamothioyl}-2,6-dimethoxybenzamide",0.683
CMP1,LSM-16298,MLS000335765,0.683
CMP1,LSM-5123,Salermide,0.683
CMP1,LSM-45938,AMG 487,0.683
CMP1,LSM-1315,MLS002264397,0.683
CMP1,LSM-2951,T5285107,0.683
CMP1,LSM-44279,SMR000145584,0.683
CMP1,LSM-5732,Ispinesib,0.683
CMP1,LSM-3145,AC1M9EOE,0.683
CMP1,LSM-45677,MK-8033,0.683
CMP1,LSM-23607,T0505-8475,0.683
CMP1,LSM-5903,Candesartan,0.683
CMP1,LSM-28175,MLS000518589,0.683
CMP1,LSM-32160,SMR000140797,0.683
CMP1,LSM-45402,ABT-333,0.683
CMP1,LSM-18722,ST50891334,0.682
CMP1,LSM-4494,AC1N9M1C,0.681
CMP1,LSM-44210,AC1NWO4F,0.68
CMP1,LSM-23630,AQ-750/42209067,0.68
CMP1,LSM-19053,STK224466,0.68
CMP1,LSM-1203,301836-43-1,0.68
CMP1,LSM-1508,MLS003370611,0.68
CMP1,LSM-27910,SMR000005559,0.68
CMP1,LSM-22724,SMR000075148,0.68
CMP1,LSM-2332,MLS003568132,0.68
CMP1,LSM-20518,ST086869,0.68
CMP1,LSM-36861,Sirtinol,0.68
CMP1,LSM-44009,MLS000389271,0.68
CMP1,LSM-37333,BRD-K00900096,0.68
CMP1,LSM-38548,BRD-K23470676,0.68
CMP1,LSM-39187,BRD-K34992378,0.68
CMP1,LSM-23605,SMR000025916,0.68
CMP1,LSM-33033,CHEMDIV2_006311,0.68
CMP1,LSM-37059,Chrysamine-G,0.68
CMP1,LSM-38720,CHEMBL3187874,0.68
CMP1,LSM-43804,SMR000141582,0.68
CMP1,LSM-2512,KUC104230,0.679
CMP1,LSM-3377,KUC104227,0.679
CMP1,LSM-4056,KUC104255,0.679
CMP1,LSM-6344,Osimertinib,0.679
CMP1,LSM-6708,Rebastinib,0.679
CMP1,LSM-6710,BGT-226,0.679
CMP1,LSM-1195,Cabozantinib,0.679
CMP1,LSM-43131,ST50973695,0.679
CMP1,LSM-1631,AC1NDE46,0.679
CMP1,LSM-2706,"2,3-Diphenylquinoxaline-6-carboxylic acid",0.677
CMP1,LSM-31410,SMR000194198,0.677
CMP1,LSM-45611,Almorexant (hydrochloride),0.677
CMP1,LSM-1960,Talniflumate,0.677
CMP1,LSM-32091,MLS000585052,0.677
CMP1,LSM-4781,2002-H20,0.677
CMP1,LSM-31305,MLS000331071,0.677
CMP1,LSM-18975,F3225-6976,0.677
CMP1,LSM-32819,AC1OB9S8,0.677
CMP1,LSM-19446,F1605-0148,0.677
CMP1,LSM-4520,"N-(4-Bromophenyl)-2-{[5-(2-chlorophenyl)-4-phenyl-4H-1,2,4-triazol-3-yl]sulfanyl}acetamide",0.677
CMP1,LSM-44381,MLS000572651,0.676
CMP1,LSM-21099,HMS2984D05,0.676
CMP1,LSM-32540,ZINC03525936,0.676
CMP1,LSM-32235,MLS000882821,0.676
CMP1,LSM-43875,AC1LWVUY,0.676
CMP1,LSM-33373,AC1MUVB7,0.676
CMP1,LSM-34712,MLS000586803,0.676
